   0 0.00 0.0000 0.00 0.00
   1 0.01 0.0106 0.01 0.01
   2 0.02 0.0131 0.02 0.02
   3 0.03 0.0157 0.03 0.03
   4 0.04 0.0183 0.04 0.04
   5 0.05 0.0203 0.05 0.05
   6 0.06 0.0212 0.06 0.06
   7 0.07 0.0221 0.07 0.07
   8 0.08 0.0230 0.08 0.08
   9 0.09 0.0239 0.09 0.09
  10 0.10 0.0249 0.10 0.10
  11 0.11 0.0258 0.11 0.11
  12 0.12 0.0267 0.12 0.12
  13 0.13 0.0276 0.13 0.13
  14 0.14 0.0285 0.14 0.14
  15 0.15 0.0294 0.15 0.15
  16 0.16 0.0302 0.16 0.16
  17 0.17 0.0307 0.17 0.17
  18 0.18 0.0312 0.18 0.18
  19 0.19 0.0316 0.19 0.19
  20 0.20 0.0321 0.20 0.20
  21 0.21 0.0326 0.21 0.21
  22 0.22 0.0331 0.22 0.22
  23 0.23 0.0336 0.23 0.23
  24 0.24 0.0341 0.24 0.24
  25 0.25 0.0346 0.25 0.25
  26 0.26 0.0351 0.26 0.26
  27 0.27 0.0356 0.27 0.27
  28 0.28 0.0361 0.28 0.28
  29 0.29 0.0365 0.29 0.29
  30 0.30 0.0370 0.30 0.30
  31 0.31 0.0375 0.31 0.31
  32 0.32 0.0380 0.32 0.32
  33 0.33 0.0385 0.33 0.33
  34 0.34 0.0390 0.34 0.34
  35 0.35 0.0395 0.35 0.35
  36 0.36 0.0400 0.36 0.36
  37 0.37 0.0403 0.37 0.37
  38 0.38 0.0405 0.38 0.38
  39 0.39 0.0408 0.39 0.39
  40 0.40 0.0411 0.40 0.40
  41 0.41 0.0413 0.41 0.41
  42 0.42 0.0416 0.42 0.42
  43 0.43 0.0419 0.43 0.43
  44 0.44 0.0421 0.44 0.44
  45 0.45 0.0424 0.45 0.45
  46 0.46 0.0427 0.46 0.46
  47 0.47 0.0429 0.47 0.47
  48 0.48 0.0432 0.48 0.48
  49 0.49 0.0435 0.49 0.49
  50 0.50 0.0437 0.50 0.50
  51 0.51 0.0440 0.51 0.51
  52 0.52 0.0443 0.52 0.52
  53 0.53 0.0445 0.53 0.53
  54 0.54 0.0448 0.54 0.54
  55 0.55 0.0451 0.55 0.55
  56 0.56 0.0454 0.56 0.56
  57 0.57 0.0456 0.57 0.57
  58 0.58 0.0459 0.58 0.58
  59 0.59 0.0462 0.59 0.59
  60 0.60 0.0464 0.60 0.60
  61 0.61 0.0467 0.61 0.61
  62 0.62 0.0470 0.62 0.62
  63 0.63 0.0472 0.63 0.63
  64 0.64 0.0475 0.64 0.64
  65 0.65 0.0478 0.65 0.65
  66 0.66 0.0481 0.66 0.66
  67 0.67 0.0483 0.67 0.67
  68 0.68 0.0486 0.68 0.68
  69 0.69 0.0488 0.69 0.69
  70 0.70 0.0491 0.70 0.70
  71 0.71 0.0494 0.71 0.71
  72 0.72 0.0497 0.72 0.72
  73 0.73 0.0499 0.73 0.73
  74 0.74 0.0502 0.74 0.74
  75 0.75 0.0505 0.75 0.75
  76 0.76 0.0507 0.76 0.76
  77 0.77 0.0510 0.77 0.77
  78 0.78 0.0513 0.78 0.78
  79 0.79 0.0515 0.79 0.79
  80 0.80 0.0518 0.80 0.80
  81 0.81 0.0521 0.81 0.81
  82 0.82 0.0524 0.82 0.82
  83 0.83 0.0526 0.83 0.83
  84 0.84 0.0529 0.84 0.84
  85 0.85 0.0532 0.85 0.85
  86 0.86 0.0534 0.86 0.86
  87 0.87 0.0537 0.87 0.87
  88 0.88 0.0540 0.88 0.88
  89 0.89 0.0542 0.89 0.89
  90 0.90 0.0545 0.90 0.90
  91 0.91 0.0548 0.91 0.91
  92 0.92 0.0550 0.92 0.92
  93 0.93 0.0553 0.93 0.93
  94 0.94 0.0556 0.94 0.94
  95 0.95 0.0558 0.95 0.95
  96 0.96 0.0561 0.96 0.96
  97 0.97 0.0564 0.97 0.97
  98 0.98 0.0566 0.98 0.98
  99 0.99 0.0569 0.99 0.99
 100 1.00 0.0572 1.00 1.00
 101 1.01 0.0575 1.01 1.01
 102 1.02 0.0577 1.02 1.02
 103 1.03 0.0580 1.03 1.03
 104 1.04 0.0583 1.04 1.04
 105 1.05 0.0585 1.05 1.05
 106 1.06 0.0588 1.06 1.06
 107 1.07 0.0591 1.07 1.07
 108 1.08 0.0593 1.08 1.08
 109 1.09 0.0596 1.09 1.09
 110 1.10 0.0599 1.10 1.10
 111 1.11 0.0601 1.11 1.11
 112 1.12 0.0603 1.12 1.12
 113 1.13 0.0604 1.13 1.13
 114 1.14 0.0606 1.14 1.14
 115 1.15 0.0608 1.15 1.15
 116 1.16 0.0609 1.16 1.16
 117 1.17 0.0611 1.17 1.17
 118 1.18 0.0613 1.18 1.18
 119 1.19 0.0615 1.19 1.19
 120 1.20 0.0616 1.20 1.20
 121 1.21 0.0618 1.21 1.21
 122 1.22 0.0620 1.22 1.22
 123 1.23 0.0622 1.23 1.23
 124 1.24 0.0623 1.24 1.24
 125 1.25 0.0625 1.25 1.25
 126 1.26 0.0627 1.26 1.26
 127 1.27 0.0629 1.27 1.27
 128 1.28 0.0630 1.28 1.28
 129 1.29 0.0632 1.29 1.29
 130 1.30 0.0634 1.30 1.30
 131 1.31 0.0635 1.31 1.31
 132 1.32 0.0637 1.32 1.32
 133 1.33 0.0639 1.33 1.33
 134 1.34 0.0641 1.34 1.34
 135 1.35 0.0642 1.35 1.35
 136 1.36 0.0644 1.36 1.36
 137 1.37 0.0646 1.37 1.37
 138 1.38 0.0648 1.38 1.38
 139 1.39 0.0649 1.39 1.39
 140 1.40 0.0651 1.40 1.40
 141 1.41 0.0653 1.41 1.41
 142 1.42 0.0654 1.42 1.42
 143 1.43 0.0656 1.43 1.43
 144 1.44 0.0658 1.44 1.44
 145 1.45 0.0660 1.45 1.45
 146 1.46 0.0661 1.46 1.46
 147 1.47 0.0663 1.47 1.47
 148 1.48 0.0665 1.48 1.48
 149 1.49 0.0667 1.49 1.49
 150 1.50 0.0668 1.50 1.50
 151 1.51 0.0670 1.51 1.51
 152 1.52 0.0672 1.52 1.52
 153 1.53 0.0673 1.53 1.53
 154 1.54 0.0675 1.54 1.54
 155 1.55 0.0677 1.55 1.55
 156 1.56 0.0678 1.56 1.56
 157 1.57 0.0680 1.57 1.57
 158 1.58 0.0682 1.58 1.58
 159 1.59 0.0684 1.59 1.59
 160 1.60 0.0685 1.60 1.60
 161 1.61 0.0687 1.61 1.61
 162 1.62 0.0689 1.62 1.62
 163 1.63 0.0691 1.63 1.63
 164 1.64 0.0692 1.64 1.64
 165 1.65 0.0694 1.65 1.65
 166 1.66 0.0696 1.66 1.66
 167 1.67 0.0698 1.67 1.67
 168 1.68 0.0699 1.68 1.68
 169 1.69 0.0701 1.69 1.69
 170 1.70 0.0703 1.70 1.70
 171 1.71 0.0704 1.71 1.71
 172 1.72 0.0706 1.72 1.72
 173 1.73 0.0708 1.73 1.73
 174 1.74 0.0710 1.74 1.74
 175 1.75 0.0711 1.75 1.75
 176 1.76 0.0713 1.76 1.76
 177 1.77 0.0715 1.77 1.77
 178 1.78 0.0717 1.78 1.78
 179 1.79 0.0718 1.79 1.79
 180 1.80 0.0720 1.80 1.80
 181 1.81 0.0722 1.81 1.81
 182 1.82 0.0723 1.82 1.82
 183 1.83 0.0725 1.83 1.83
 184 1.84 0.0727 1.84 1.84
 185 1.85 0.0729 1.85 1.85
 186 1.86 0.0730 1.86 1.86
 187 1.87 0.0732 1.87 1.87
 188 1.88 0.0734 1.88 1.88
 189 1.89 0.0736 1.89 1.89
 190 1.90 0.0737 1.90 1.90
 191 1.91 0.0739 1.91 1.91
 192 1.92 0.0741 1.92 1.92
 193 1.93 0.0742 1.93 1.93
 194 1.94 0.0744 1.94 1.94
 195 1.95 0.0746 1.95 1.95
 196 1.96 0.0747 1.96 1.96
 197 1.97 0.0749 1.97 1.97
 198 1.98 0.0751 1.98 1.98
 199 1.99 0.0753 1.99 1.99
 200 2.00 0.0754 2.00 2.00
 201 2.01 0.0756 2.01 2.01
 202 2.02 0.0758 2.02 2.02
 203 2.03 0.0760 2.03 2.03
 204 2.04 0.0761 2.04 2.04
 205 2.05 0.0763 2.05 2.05
 206 2.06 0.0765 2.06 2.06
 207 2.07 0.0766 2.07 2.07
 208 2.08 0.0768 2.08 2.08
 209 2.09 0.0770 2.09 2.09
 210 2.10 0.0772 2.10 2.10
 211 2.11 0.0773 2.11 2.11
